name,iso3c,year,pop,growth_rate,tfr,sex_ratio,e0,imr,net
Timor-Leste,TLS,1985,696665,1.477,5.65,107.2,34.342,160.6,-0.495
Timor-Leste,TLS,1986,707185,1.52,5.672,107.2,34.764,157.185,-0.316
Timor-Leste,TLS,1987,718476,1.647,5.682,107.3,35.974,148.497,-0.106
Timor-Leste,TLS,1988,730745,1.739,5.716,107.3,36.047,147.603,0.587
Timor-Leste,TLS,1989,744856,2.084,5.762,107.4,44.795,143.493,-2.246
Timor-Leste,TLS,1990,760345,2.033,5.811,107.4,45.185,141.682,-2.881
Timor-Leste,TLS,1991,778278,2.623,5.835,107.5,45.076,140.596,1.803
Timor-Leste,TLS,1992,799318,2.711,5.867,107.4,46.19,134.756,1.794
Timor-Leste,TLS,1993,821437,2.747,5.879,107.4,47.008,129.745,1.795
Timor-Leste,TLS,1994,844493,2.788,5.912,107.4,47.861,125.533,1.794
Timor-Leste,TLS,1995,868146,2.737,5.936,107.4,47.543,125.914,1.806
Timor-Leste,TLS,1996,892282,2.747,5.941,107.4,48.26,121.461,1.796
Timor-Leste,TLS,1997,917184,2.758,5.955,107.4,48.968,117.04,1.804
Timor-Leste,TLS,1998,942530,2.695,5.963,107.4,48.583,117.994,1.806
Timor-Leste,TLS,1999,834697,-29.083,5.97,107.4,45.246,120.854,-262.94
Timor-Leste,TLS,2000,745088,8.305,5.934,107.4,58.097,79.358,40.272
Timor-Leste,TLS,2001,812249,8.929,5.918,107.4,58.772,76.165,49.159
Timor-Leste,TLS,2002,879159,6.98,5.899,107.4,59.477,72.921,35.935
Timor-Leste,TLS,2003,916878,1.538,5.846,107.3,60.13,69.946,-12.81
Timor-Leste,TLS,2004,929074,1.108,5.741,107.2,60.743,67.198,-16.447
Timor-Leste,TLS,2005,948311,2.972,5.611,107.2,61.272,64.667,1.759
Timor-Leste,TLS,2006,976597,2.908,5.474,107.1,61.881,62.1,2.184
Timor-Leste,TLS,2007,1004889,2.805,5.333,107,62.396,59.803,2.103
Timor-Leste,TLS,2008,1032429.0000000001,2.605,5.171,107.1,62.858,57.761,1.009
Timor-Leste,TLS,2009,1058782,2.438,4.994,107.1,63.265,55.967,0.117
Timor-Leste,TLS,2010,1084679,2.396,4.816,107.1,63.66,54.263,0.47
Timor-Leste,TLS,2011,1110207,2.259,4.614,107.1,64.022,52.718,-0.159
Timor-Leste,TLS,2012,1134885,2.14,4.404,107.1,64.384,51.187,-0.609
Timor-Leste,TLS,2013,1158695,2.014,4.208,107.2,64.719,49.78,-1.206
Timor-Leste,TLS,2014,1181903,1.953,3.999,107.1,65.027,48.477,-0.958
Timor-Leste,TLS,2015,1205131,1.94,3.779,107.1,65.326,47.241,-0.02
Timor-Leste,TLS,2016,1228312,1.871,3.582,107.1,65.61,46.062,0.208
Timor-Leste,TLS,2017,1251703,1.901,3.399,107.1,65.898,44.874,1.666
Timor-Leste,TLS,2018,1275959,1.937,3.244,107.1,66.204,43.625,3.062
Timor-Leste,TLS,2019,1300945,1.942,3.116,107.1,66.496,42.436,3.942
Timor-Leste,TLS,2020,1326053,1.882,3.011,107.1,66.919,41.214,3.793
Timor-Leste,TLS,2021,1350139,1.719,2.892,107.1,66.199,40.03,3.111
Timor-Leste,TLS,2022,1369295,1.103,2.801,107.1,67.368,38.736,-5.519
Timor-Leste,TLS,2023,1384286,1.075,2.707,107.1,67.689,37.559,-5.62
Vietnam,VNM,1950,25100738,2.144,5.147,106.4,48.041,93.808,0
Vietnam,VNM,1951,25600268,1.8,4.651,106.4,48.7,91.107,0
Vietnam,VNM,1952,26143917,2.396,5.467,106.4,49.377,88.383,0
Vietnam,VNM,1953,26757964,2.249,5.274,106.4,49.959,85.894,0
Vietnam,VNM,1954,27427909,2.692,5.797,106.4,52.003,85,0
Vietnam,VNM,1955,28166446,2.623,5.535,106.4,54.826,79.389,0
Vietnam,VNM,1956,28922309,2.672,5.621,106.4,55.535,76.823,0
Vietnam,VNM,1957,29754428,2.996,6.145,106.4,56.167,74.271,0
Vietnam,VNM,1958,30658446,2.99,6.209,106.4,56.798,71.787,0
Vietnam,VNM,1959,31585547,2.968,6.25,106.4,57.398,69.366,0
Vietnam,VNM,1960,32531933,2.937,6.273,106.4,58.046,67.071,0
Vietnam,VNM,1961,33409059,2.392,5.476,106.4,58.461,65.072,0
Vietnam,VNM,1962,34288560,2.8,6.257,106.4,58.204,64.048,0
Vietnam,VNM,1963,35249101,2.727,6.385,106.4,56.897,64.568,0
Vietnam,VNM,1964,36201563,2.607,6.285,106.4,57.473,63.193,-6.328
Vietnam,VNM,1965,37129656,2.457,6.156,106.4,56.967,62.888,-1.438
Vietnam,VNM,1966,38024836,2.309,5.968,106.4,56.914,62.471,1.769
Vietnam,VNM,1967,38895080,2.217,5.883,106.4,56.745,62.326,0.394
Vietnam,VNM,1968,39734609,2.055,6.029,106.4,52.668,67.708,1.489
Vietnam,VNM,1969,40582096,2.165,6.013,106.4,54.791,64.492,0
Vietnam,VNM,1970,41475230,2.189,6.019,106.4,54.93,64.098,1.997
Vietnam,VNM,1971,42449276,2.451,6.069,106.4,55.585,62.94,76.961
Vietnam,VNM,1972,43429168,2.118,6.1,106.4,51.913,67.885,-1.92
Vietnam,VNM,1973,44409861,2.346,6.108,106.4,55.677,62.17,-19.937
Vietnam,VNM,1974,45413537,2.126,5.781,106.4,54.751,63.067,-34.94
Vietnam,VNM,1975,46482903,2.524,5.621,106.4,61.865,53.606,-2.01
Vietnam,VNM,1976,47684931,2.581,5.461,106.4,63.669,51.181,-1.733
Vietnam,VNM,1977,48954872,2.674,5.291,106.3,64.07,50.281,49.655
Vietnam,VNM,1978,50249552,2.548,5.104,106.4,64.529,49.364,-6.592
Vietnam,VNM,1979,51378211,1.902,4.94,106.4,64.986,48.41,-337.597
Vietnam,VNM,1980,52490101,2.375,4.795,106.4,65.338,47.509,-74.791
Vietnam,VNM,1981,53738141,2.325,4.665,106.4,65.779,46.542,-109.259
Vietnam,VNM,1982,55011289,2.358,4.593,106.4,66.212,45.624,-110.901
Vietnam,VNM,1983,56337921,2.407,4.524,106.5,66.545,44.739,-97.706
Vietnam,VNM,1984,57706067,2.392,4.412,106.5,66.929,43.758,-97.339
Vietnam,VNM,1985,59060622,2.25,4.206,106.5,67.192,42.806,-124.91
Vietnam,VNM,1986,60347048,2.061,3.955,106.4,67.55,41.706,-164.183
Vietnam,VNM,1987,61584651,2,3.717,106.4,68.005,40.468,-128.095
Vietnam,VNM,1988,62843228,2.046,3.623,106.3,68.585,39.156,-84.361
Vietnam,VNM,1989,64147348,2.062,3.641,106.3,68.805,37.778,-101.113
Vietnam,VNM,1990,65504552,2.125,3.602,106.3,69.027,36.233,-57.221
Vietnam,VNM,1991,66891774.99999999,2.067,3.524,106.3,69.303,34.686,-76.829
Vietnam,VNM,1992,68260337,1.985,3.353,106.3,69.62,33.049,-65.285
Vietnam,VNM,1993,69586384,1.865,3.172,106.3,69.957,31.431,-72.931
Vietnam,VNM,1994,70854391,1.748,2.941,106.3,70.379,29.874,-53.012
Vietnam,VNM,1995,72049940,1.6,2.7,106.3,70.871,28.338,-51.147
Vietnam,VNM,1996,73156447,1.45,2.468,106.4,71.296,26.928,-48.235
Vietnam,VNM,1997,74226889,1.456,2.274,106.4,71.67,25.697,52.382
Vietnam,VNM,1998,75299660,1.415,2.098,106.5,72.283,24.289,106.091
Vietnam,VNM,1999,76287452,1.193,1.999,106.8,72.575,23.252,-15.01
Vietnam,VNM,2000,77154011,1.066,2.028,107.3,72.746,22.232,-144.298
Vietnam,VNM,2001,77969361,1.036,2.023,109,72.984,21.359,-177.586
Vietnam,VNM,2002,78772224,1.013,2.006,107,73.138,20.525,-193.766
Vietnam,VNM,2003,79563777,0.987,1.999,104,73.236,19.796,-216.062
Vietnam,VNM,2004,80338971,0.952,1.968,108,73.062,19.267,-220.458
Vietnam,VNM,2005,81088313,0.905,1.887,106,73.198,18.758,-208.337
Vietnam,VNM,2006,82167897,1.735,1.873,109.8,73.293,18.397,482.399
Vietnam,VNM,2007,83633375,1.8,1.911,111.6,73.385,18.06,523.784
Vietnam,VNM,2008,85175788,1.854,1.933,112.1,73.455,17.762,571.113
Vietnam,VNM,2009,86460018,1.144,1.92,110.5,73.525,17.469,-18.56
Vietnam,VNM,2010,87455152,1.145,1.906,111.2,73.611,17.26,-4.443
Vietnam,VNM,2011,88468314,1.159,1.927,111.9,73.713,17.064,-4.602
Vietnam,VNM,2012,89510356,1.183,1.967,112.3,73.762,16.88,-4.851
Vietnam,VNM,2013,90573104,1.178,1.98,113.8,73.821,16.747,-4.979
Vietnam,VNM,2014,91679578,1.25,2.09,112.2,73.886,16.553,-4.894
Vietnam,VNM,2015,92823254,1.229,2.1,112.8,73.955,16.407,-4.888
Vietnam,VNM,2016,94000117,1.29,2,112.2,73.984,16.258,167.652
Vietnam,VNM,2017,95176977,1.199,1.985,112.1,74.026,16.107,139.245
Vietnam,VNM,2018,96237319,1.018,1.88,114.8,74.1,15.968,96.65
Vietnam,VNM,2019,97173776,0.919,1.943,111.5,74.211,15.761,-2.051
Vietnam,VNM,2020,98079191,0.936,1.957,112.1,75.383,15.613,-6.457
Vietnam,VNM,2021,98935098,0.803,1.942,112,74.145,15.43,-5.418
Vietnam,VNM,2022,99680655,0.699,1.927,111.1,74.502,15.246,-78.977
Vietnam,VNM,2023,100352192,0.644,1.913,110.9,74.588,15.067,-81.789
