name,iso3c,year,pop,births,tfr,sex_ratio,deaths,e0,imr,net,grp_income,grp_develop
Myanmar (Burma),MMR,2005,47438.365,994.616,2.515,106.7,457.148,61.72,59.516,-185.009,lower-middle,less-least
Myanmar (Burma),MMR,2006,47785.135,984.324,2.471,106.7,457.147,62.026,57.641,-186.098,lower-middle,less-least
Myanmar (Burma),MMR,2007,48125.043,980.431,2.447,106.7,456.706,62.367,55.731,-184.989,lower-middle,less-least
Myanmar (Burma),MMR,2008,48390.793,967.497,2.404,106.6,594.204,56.364,65.065,-180.533,lower-middle,less-least
Myanmar (Burma),MMR,2009,48660.459,957.663,2.369,106.6,452.551,63.095,51.823,-158.542,lower-middle,less-least
Myanmar (Burma),MMR,2010,49024.382,949.345,2.335,106.6,451.594,63.479,49.911,-116.481,lower-middle,less-least
Myanmar (Burma),MMR,2011,49419.82,943.237,2.306,106.6,450.939,63.859,48.063,-82.713,lower-middle,less-least
Myanmar (Burma),MMR,2012,49837.446,937.884,2.276,106.6,450.678,64.251,46.241,-61.536,lower-middle,less-least
Myanmar (Burma),MMR,2013,50262.658,939.101,2.264,106.6,451.482,64.617,44.5,-62.863,lower-middle,less-least
Myanmar (Burma),MMR,2014,50681.634,940.171,2.252,106.7,452.08,64.994,42.861,-74.901,lower-middle,less-least
Myanmar (Burma),MMR,2015,51089.056,950.67,2.266,106.7,454.92,65.288,41.364,-94.108,lower-middle,less-least
Myanmar (Burma),MMR,2016,51495.696,955.836,2.27,106.7,456.303,65.64,39.896,-87.907,lower-middle,less-least
Myanmar (Burma),MMR,2017,51894.938,951.79,2.252,106.7,459.519,65.909,38.562,-105.415,lower-middle,less-least
Myanmar (Burma),MMR,2018,52272.247,943.745,2.228,106.7,461.396,66.232,37.236,-114.598,lower-middle,less-least
Myanmar (Burma),MMR,2019,52640.713,935.659,2.206,106.7,465.7,66.457,36.034,-100.783,lower-middle,less-least
Myanmar (Burma),MMR,2020,53016.522,925.479,2.179,106.6,476.822,66.612,34.851,-66.213,lower-middle,less-least
Myanmar (Burma),MMR,2021,53387.102,918.313,2.158,106.6,524.223,65.553,33.918,-35.37,lower-middle,less-least
Myanmar (Burma),MMR,2022,53756.787,909.108,2.131,106.6,493.47,66.506,32.909,-34.988,lower-middle,less-least
Myanmar (Burma),MMR,2023,54133.798,903.822,2.115,106.6,495.47,66.889,31.785,-34.989,lower-middle,less-least
Philippines,PHL,1950,18849.528,903.377,7.129,108,287.167,53.578,93.672,81.704,lower-middle,less
Philippines,PHL,1951,19568.081,936.259,7.117,108,286.467,54.079,91.236,89.402,lower-middle,less
Philippines,PHL,1952,20328.752,971.723,7.111,108,284.714,54.697,88.629,95.138,lower-middle,less
Philippines,PHL,1953,21132.5,1009.285,7.104,108,282.166,55.395,85.872,98.225,lower-middle,less
Philippines,PHL,1954,21982.503,1047.859,7.089,108,280.737,55.994,83.251,107.55,lower-middle,less
Philippines,PHL,1955,22880.573,1088.136,7.071,108,279.46,56.6,80.673,112.798,lower-middle,less
Philippines,PHL,1956,23825.81,1130.187,7.052,108,277.579,57.246,77.987,116.389,lower-middle,less
Philippines,PHL,1957,24815.855,1172.982,7.026,108,276.949,57.789,75.403,115.057,lower-middle,less
Philippines,PHL,1958,25842.524,1217.453,7.003,108,276.696,58.31,72.976,101.49,lower-middle,less
Philippines,PHL,1959,26907.607,1265.905,7,108,277.725,58.745,70.822,99.74,lower-middle,less
Philippines,PHL,1960,27891.897,1315.325,6.996,108,279.321,59.175,68.924,-155.354,lower-middle,less
Philippines,PHL,1961,28792.621,1344.594,6.994,108,280.21,59.469,67.225,-143.597,lower-middle,less
Philippines,PHL,1962,29723.536,1373.209,6.98,108,281.252,59.755,65.716,-150.903,lower-middle,less
Philippines,PHL,1963,30674.731,1398.897,6.952,108,282.299,60.018,64.2,-155.267,lower-middle,less
Philippines,PHL,1964,31643.032,1417.363,6.886,108,285.756,60.13,63.117,-156.342,lower-middle,less
Philippines,PHL,1965,32625.316,1432.484,6.799,108,286.388,60.41,61.873,-156.782,lower-middle,less
Philippines,PHL,1966,33617.17,1444.612,6.691,108,288.092,60.623,60.813,-162.127,lower-middle,less
Philippines,PHL,1967,34621.32,1457.191,6.572,108,290.477,60.804,59.888,-152.812,lower-middle,less
Philippines,PHL,1968,35638.342,1466.196,6.448,108,294.036,60.917,59.061,-152.017,lower-middle,less
Philippines,PHL,1969,36660.799,1485.124,6.333,108,298.831,60.981,58.301,-161.517,lower-middle,less
Philippines,PHL,1970,37622.204,1507.54,6.218,108,308.594,60.827,58.137,-300.923,lower-middle,less
Philippines,PHL,1971,38518.659,1520.474,6.083,108,310.22,61.065,57.39,-315.363,lower-middle,less
Philippines,PHL,1972,39408.56,1525.319,5.937,108,318.911,60.911,57.433,-321.491,lower-middle,less
Philippines,PHL,1973,40294.13,1534.411,5.787,108,328.099,60.741,57.431,-320.091,lower-middle,less
Philippines,PHL,1974,41174.341,1552.516,5.693,108,333.637,60.816,57.28,-344.674,lower-middle,less
Philippines,PHL,1975,42120.826,1578.55,5.596,108,339.494,60.904,57.09,-220.296,lower-middle,less
Philippines,PHL,1976,43201.488,1607.428,5.505,108,349.142,60.869,57.016,-115.73,lower-middle,less
Philippines,PHL,1977,44367.962,1662.653,5.442,108,348.653,61.431,56.221,-123.608,lower-middle,less
Philippines,PHL,1978,45575.281,1722.772,5.393,108,358.146,61.531,55.912,-140.372,lower-middle,less
Philippines,PHL,1979,46807.103,1759.077,5.255,108,365.006,61.727,55.423,-154.684,lower-middle,less
Philippines,PHL,1980,48043.74,1785.628,5.108,108,371.912,61.884,54.874,-179.832,lower-middle,less
Philippines,PHL,1981,49311.727,1817.419,4.973,108,380.84,61.942,54.377,-134.484,lower-middle,less
Philippines,PHL,1982,50695.707,1872.828,4.917,108,387.052,62.175,53.518,-19.912,lower-middle,less
Philippines,PHL,1983,52194.62,1937.889,4.867,108,395.697,62.349,52.577,-10.229,lower-middle,less
Philippines,PHL,1984,53726.181,1986.22,4.77,108,406.312,62.426,51.649,-48.739,lower-middle,less
Philippines,PHL,1985,55213.006,2024.329,4.664,108,410.308,62.735,50.176,-171.539,lower-middle,less
Philippines,PHL,1986,56645.077,2048.635,4.563,108,417.148,62.875,48.745,-209.835,lower-middle,less
Philippines,PHL,1987,58157.496,2088.331,4.509,108,416.999,63.299,46.849,-68.149,lower-middle,less
Philippines,PHL,1988,59739.052,2125.063,4.449,108,417.611,63.711,44.952,-147.523,lower-middle,less
Philippines,PHL,1989,61265.26,2145.809,4.365,108,417.436,64.105,42.855,-235.884,lower-middle,less
Philippines,PHL,1990,62854.666,2169.483,4.322,108,419.862,64.382,40.841,-63.296,lower-middle,less
Philippines,PHL,1991,64382.249,2205.544,4.273,108,423.409,64.622,39.024,-413.3,lower-middle,less
Philippines,PHL,1992,65926.125,2180.457,4.161,108,411.197,65.353,36.744,-50.338,lower-middle,less
Philippines,PHL,1993,67530.621,2201.331,4.098,108,412.922,65.661,35.054,-298.337,lower-middle,less
Philippines,PHL,1994,69019.291,2227.175,4.079,108,413.373,66,33.526,-326.539,lower-middle,less
Philippines,PHL,1995,70546.246,2262.167,4.067,108,415.2,66.311,32.3,-280.327,lower-middle,less
Philippines,PHL,1996,72190.242,2263.953,4.004,108,414.344,66.691,31.006,-128.251,lower-middle,less
Philippines,PHL,1997,73908.81,2277.739,3.943,108,416.628,66.994,30.004,-145.334,lower-middle,less
Philippines,PHL,1998,75791.024,2291.723,3.884,108,421.347,67.212,29.155,178.274,lower-middle,less
Philippines,PHL,1999,77753.257,2319.865,3.825,108,425.725,67.503,28.393,-18.323,lower-middle,less
Philippines,PHL,2000,79625.397,2331.835,3.754,108,429.51,67.789,27.676,-33.868,lower-middle,less
Philippines,PHL,2001,81401.488,2372.487,3.719,108,441.273,67.829,27.052,-247.496,lower-middle,less
Philippines,PHL,2002,83068.889,2370.297,3.651,108,450.692,67.886,26.463,-268.52,lower-middle,less
Philippines,PHL,2003,84731.835,2381.067,3.591,108,458.187,68.049,25.897,-248.066,lower-middle,less
Philippines,PHL,2004,86394.504,2386.999,3.524,108,462.726,68.301,25.345,-273.743,lower-middle,less
Philippines,PHL,2005,88015.962,2389.958,3.448,108,471.512,68.423,24.807,-326.063,lower-middle,less
Philippines,PHL,2006,89508.986,2454.272,3.466,108,493.967,68.172,24.289,-566.647,lower-middle,less
Philippines,PHL,2007,91075.184,2459.027,3.403,108,494.312,68.549,23.794,-225.977,lower-middle,less
Philippines,PHL,2008,92699.095,2514.01,3.401,108,506.449,68.643,23.329,-498.48,lower-middle,less
Philippines,PHL,2009,94384.25,2547.176,3.376,108,521.533,68.631,22.898,-164.411,lower-middle,less
Philippines,PHL,2010,96337.125,2559.111,3.315,108,528.136,68.883,22.508,13.556,lower-middle,less
Philippines,PHL,2011,98248.614,2555.164,3.236,108,536.709,69.096,22.165,-240.005,lower-middle,less
Philippines,PHL,2012,100175.512,2526.446,3.143,108,546.816,69.237,21.872,95.702,lower-middle,less
Philippines,PHL,2013,102076.336,2506.971,3.042,108,562.222,69.283,21.632,-218.439,lower-middle,less
Philippines,PHL,2014,103767.13,2428.538,2.894,108,576.722,69.311,21.449,-196.524,lower-middle,less
Philippines,PHL,2015,105312.992,2415.119,2.829,108,587.987,69.45,21.325,-390.702,lower-middle,less
Philippines,PHL,2016,106735.719,2322.601,2.679,108,604.332,69.49,21.252,-309.251,lower-middle,less
Philippines,PHL,2017,108119.693,2224.168,2.525,108,601.636,69.966,21.217,-263.593,lower-middle,less
Philippines,PHL,2018,109465.287,2125.551,2.378,108,629.7,69.761,21.197,-163.602,lower-middle,less
Philippines,PHL,2019,110804.683,2006.034,2.215,108,653.287,69.68,21.159,-6.208,lower-middle,less
Philippines,PHL,2020,112081.264,1907.237,2.075,108,653.597,70.097,21.087,-47.014,lower-middle,less
Philippines,PHL,2021,113100.95,1821.79,1.95,108,903.857,66.675,20.982,-85.185,lower-middle,less
Philippines,PHL,2022,113964.338,1829.885,1.929,108,714.113,69.472,20.873,-221.754,lower-middle,less
Philippines,PHL,2023,114891.199,1840.477,1.916,108,716.49,69.833,20.711,-164.284,lower-middle,less
Singapore,SGP,1950,1013.313,44.926,6.225,106.1,12.467,54.092,93.281,20.67,upper,less
Singapore,SGP,1951,1068.035,46.536,6.253,106.1,12.402,55.26,84.969,22.18,upper,less
Singapore,SGP,1952,1126.09,48.398,6.286,106.2,12.197,56.426,76.984,23.594,upper,less
Singapore,SGP,1953,1187.52,50.502,6.321,106.2,12.052,57.467,69.405,24.622,upper,less
Singapore,SGP,1954,1252.281,52.737,6.346,106.2,11.389,59.423,62.606,25.106,upper,less
Singapore,SGP,1955,1320.23,55.217,6.375,106.2,10.827,61.214,56.723,25.051,upper,less
Singapore,SGP,1956,1390.956,58.236,6.444,106.2,10.512,62.617,51.737,24.287,upper,less
Singapore,SGP,1957,1458.271,60.417,6.404,106.2,10.466,63.394,47.489,12.676,upper,less
Singapore,SGP,1958,1515.727,61.78,6.316,106.2,10.432,64.026,43.817,0.928,upper,less
Singapore,SGP,1959,1567.754,61.532,6.121,106.3,10.186,64.794,40.615,0.421,upper,less
Singapore,SGP,1960,1619.322,59.428,5.765,106.3,10.063,65.297,37.623,2.008,upper,less
Singapore,SGP,1961,1670.461,57.449,5.418,106,10.029,65.686,34.998,3.49,upper,less
Singapore,SGP,1962,1721.176,56.851,5.216,105.9,10.057,66.09,32.757,3.714,upper,less
Singapore,SGP,1963,1771.513,57.636,5.159,105.6,10.141,66.488,30.864,2.668,upper,less
Singapore,SGP,1964,1821.466,57.014,4.971,105.4,10.306,66.712,29.262,3.043,upper,less
Singapore,SGP,1965,1870.822,55.227,4.667,105.4,10.458,66.943,27.868,4.199,upper,less
Singapore,SGP,1966,1919.09,54.679,4.452,105.4,10.616,67.237,26.595,3.507,upper,less
Singapore,SGP,1967,1965.679,50.462,3.914,105.4,10.863,67.331,25.362,6.006,upper,less
Singapore,SGP,1968,2010.092,47.363,3.528,105.7,10.937,67.663,24.152,6.792,upper,less
Singapore,SGP,1969,2052.157,45.101,3.222,106.1,10.955,68.076,22.917,6.763,upper,less
Singapore,SGP,1970,2091.558,44.882,3.068,106.2,11.016,68.5,21.645,4.024,upper,less
Singapore,SGP,1971,2128.433,46.513,3.02,106.5,11.226,68.796,20.322,0.573,upper,less
Singapore,SGP,1972,2164.334,49.123,3.031,106.7,11.558,68.964,18.915,-1.631,upper,less
Singapore,SGP,1973,2200.137,47.807,2.782,106.9,11.633,69.357,17.482,-0.495,upper,less
Singapore,SGP,1974,2235.075,43.136,2.351,107.1,11.677,69.709,16.114,2.748,upper,less
Singapore,SGP,1975,2268.523,40.184,2.08,107.1,11.604,70.232,14.892,4.104,upper,less
Singapore,SGP,1976,2300.743,42.58,2.09,107.3,11.774,70.57,13.908,0.949,upper,less
Singapore,SGP,1977,2331.545,39.017,1.826,107.4,11.922,70.884,13.171,2.757,upper,less
Singapore,SGP,1978,2360.602,39.966,1.787,107.5,12.139,71.163,12.619,0.436,upper,less
Singapore,SGP,1979,2388.157,41.719,1.789,107.7,12.486,71.357,12.149,-2.384,upper,less
Singapore,SGP,1980,2437.493,42.176,1.739,107.6,12.783,71.528,11.707,42.433,upper,less
Singapore,SGP,1981,2531.802,44.122,1.711,107.8,13.205,71.748,11.228,85.869,upper,less
Singapore,SGP,1982,2627.417,46.591,1.672,107.9,13.721,72.015,10.69,41.568,upper,less
Singapore,SGP,1983,2685.981,44.9,1.54,107.9,13.906,72.415,10.119,11.699,upper,less
Singapore,SGP,1984,2720.923,45.873,1.54,107.8,14.275,72.603,9.549,-4.396,upper,less
Singapore,SGP,1985,2735.03,46.212,1.533,107.6,14.173,73.124,8.967,-31.036,upper,less
Singapore,SGP,1986,2744.653,40.226,1.347,107.4,14.121,73.564,8.407,-7.858,upper,less
Singapore,SGP,1987,2781.615,44.39,1.487,107.2,14.122,74.035,7.855,25.411,upper,less
Singapore,SGP,1988,2849.045,53.07,1.75,107.1,14.871,74.049,7.298,40.976,upper,less
Singapore,SGP,1989,2938.655,47.177,1.527,107.1,15.159,74.332,6.738,68.031,upper,less
Singapore,SGP,1990,3039.591,50.43,1.583,107,15.565,74.598,6.19,66.95,upper,less
Singapore,SGP,1991,3136.291,49.304,1.495,106.9,15.537,75.058,5.666,57.821,upper,less
Singapore,SGP,1992,3226.465,50.203,1.485,106.9,15.8,75.326,5.189,54.359,upper,less
Singapore,SGP,1993,3317.892,51.469,1.498,106.9,16.197,75.533,4.771,58.82,upper,less
Singapore,SGP,1994,3417.817,51.358,1.471,107,16.775,75.627,4.431,71.17,upper,less
Singapore,SGP,1995,3533.624,51.281,1.443,107.1,17.371,75.725,4.146,91.947,upper,less
Singapore,SGP,1996,3664.56,51.634,1.424,107.2,17.628,76.05,3.903,102.018,upper,less
Singapore,SGP,1997,3796.622,50.738,1.372,107.2,17.876,76.389,3.687,95.241,upper,less
Singapore,SGP,1998,3901.418,47.443,1.261,107.1,17.868,76.851,3.486,51.905,upper,less
Singapore,SGP,1999,3966.557,47.095,1.239,107.2,17.978,77.271,3.29,19.681,upper,less
Singapore,SGP,2000,4035.245,51.23,1.342,107.2,17.863,77.752,3.1,55.218,upper,less
Singapore,SGP,2001,4116.166,45.971,1.186,107,17.736,78.267,2.918,45.027,upper,less
Singapore,SGP,2002,4146.892,45.956,1.172,106.8,17.746,78.736,2.756,-40.023,upper,less
Singapore,SGP,2003,4138.245,41.964,1.081,106.7,17.437,79.178,2.634,-30.012,upper,less
Singapore,SGP,2004,4172.767,41.159,1.071,106.7,17.113,79.658,2.501,50.487,upper,less
Singapore,SGP,2005,4268.364,41.601,1.072,106.6,16.965,80.271,2.416,92.023,upper,less
Singapore,SGP,2006,4407.058,42.364,1.068,106.6,17.25,80.64,2.353,135.625,upper,less
Singapore,SGP,2007,4596.515,43.655,1.069,106.6,17.769,80.885,2.307,192.292,upper,less
Singapore,SGP,2008,4806.741,44.452,1.044,106.5,18.364,81.099,2.275,176.182,upper,less
Singapore,SGP,2009,4968.568,44.518,1.002,106.5,18.973,81.428,2.253,95.841,upper,less
Singapore,SGP,2010,5077.014,42.643,0.934,106.4,19.711,81.647,2.236,72.571,upper,less
Singapore,SGP,2011,5182.239,44.984,0.964,106.4,19.887,81.942,2.218,89.856,upper,less
Singapore,SGP,2012,5293.34,48.924,1.027,106.4,20.179,82.209,2.196,78.501,upper,less
Singapore,SGP,2013,5385.588,45.704,0.949,106.3,20.636,82.468,2.175,52.176,upper,less
Singapore,SGP,2014,5457.9,48.538,1.003,106.2,21.31,82.615,2.15,40.154,upper,less
Singapore,SGP,2015,5525.34,47.632,0.977,106.2,21.99,82.748,2.122,41.852,upper,less
Singapore,SGP,2016,5577.93,46.597,0.943,106.1,22.65,82.897,2.088,13.737,upper,less
Singapore,SGP,2017,5604.078,46.704,0.936,106.1,23.206,83.095,2.042,-8.88,upper,less
Singapore,SGP,2018,5634.369,47.73,0.948,106,23.582,83.378,1.985,21.82,upper,less
Singapore,SGP,2019,5669.563,47.479,0.942,105.9,23.926,83.662,1.919,0.87,upper,less
Singapore,SGP,2020,5620.15,47.113,0.942,105.9,24.804,83.661,2.075,-145.556,upper,less
Singapore,SGP,2021,5546.29,45.626,0.944,105.9,26.073,83.485,1.842,-44.03,upper,less
Singapore,SGP,2022,5649.885,45.168,0.943,106,28.342,82.921,1.85,214.842,upper,less
Singapore,SGP,2023,5789.09,47.472,0.943,106,27.728,83.736,1.727,26.996,upper,less
Thailand,THA,1950,20428.402,902.318,6.359,106.4,390.988,45.189,123.671,10.833,upper-middle,less
Thailand,THA,1951,20965.182,932.857,6.384,106.4,390.754,45.92,120.733,9.294,upper-middle,less
Thailand,THA,1952,21527.582,962.833,6.396,106.4,392.43,46.498,117.762,2.996,upper-middle,less
Thailand,THA,1953,22109.323,993.547,6.416,106.4,393.955,47.066,114.823,-9.511,upper-middle,less
Thailand,THA,1954,22713.338,1019.762,6.408,106.4,394.963,47.62,111.931,-6.859,upper-middle,less
Thailand,THA,1955,23343.181,1045.401,6.391,106.4,396.182,48.134,109.091,-7.471,upper-middle,less
Thailand,THA,1956,23997.265,1071.417,6.373,106.4,397.387,48.639,106.303,-7.612,upper-middle,less
Thailand,THA,1957,24674.83,1097.203,6.355,106.3,398.699,49.128,103.562,-9.786,upper-middle,less
Thailand,THA,1958,25367.005,1124.544,6.345,106.3,401.171,49.548,100.995,-27.74,upper-middle,less
Thailand,THA,1959,26088.013,1149.106,6.332,106.4,400.701,50.126,98.252,-2.027,upper-middle,less
Thailand,THA,1960,26851.747,1176.198,6.325,106.4,402,50.608,95.558,6.886,upper-middle,less
Thailand,THA,1961,27650.334,1205.046,6.324,106.4,403.924,51.065,92.943,14.968,upper-middle,less
Thailand,THA,1962,28481.04,1235.979,6.331,106.4,407.251,51.444,90.441,16.605,upper-middle,less
Thailand,THA,1963,29342.322,1268.482,6.342,106.3,407.742,51.988,87.784,16.494,upper-middle,less
Thailand,THA,1964,30232.141,1292.844,6.309,106.3,407.703,52.539,85.195,17.249,upper-middle,less
Thailand,THA,1965,31149.337,1315.399,6.258,106.3,406.394,53.131,82.601,22.995,upper-middle,less
Thailand,THA,1966,32086.071,1334.043,6.182,106.3,404.578,53.729,79.998,12.016,upper-middle,less
Thailand,THA,1967,33037.801,1347.008,6.077,106.3,402.035,54.316,77.324,17.005,upper-middle,less
Thailand,THA,1968,34002.56,1351.441,5.928,106.4,397.616,54.977,74.589,13.718,upper-middle,less
Thailand,THA,1969,34973.782,1339.406,5.704,106.4,391.06,55.705,71.84,26.551,upper-middle,less
Thailand,THA,1970,35954.408,1320.585,5.452,106.4,383.458,56.47,69.096,49.221,upper-middle,less
Thailand,THA,1971,36937.387,1315.188,5.253,106.4,378.981,57.1,66.358,43.4,upper-middle,less
Thailand,THA,1972,37933.929,1315.153,5.077,106.5,374.759,57.746,63.641,73.082,upper-middle,less
Thailand,THA,1973,38947.787,1305.219,4.845,106.5,371.681,58.323,60.987,80.704,upper-middle,less
Thailand,THA,1974,39952.891,1289.283,4.598,106.5,366.112,59.031,58.407,72.801,upper-middle,less
Thailand,THA,1975,40940.005,1273.013,4.364,106.4,361.059,59.713,55.987,66.306,upper-middle,less
Thailand,THA,1976,41896.504,1250.443,4.119,106.4,356.357,60.371,53.575,40.656,upper-middle,less
Thailand,THA,1977,42843.974,1224.844,3.865,106.4,353.585,60.906,51.315,88.937,upper-middle,less
Thailand,THA,1978,43788.976,1202.245,3.617,106.3,354.448,61.266,49.195,82.011,upper-middle,less
Thailand,THA,1979,44718.434,1197.995,3.451,106.4,354.581,61.696,47.111,85.693,upper-middle,less
Thailand,THA,1980,45650.022,1199.653,3.293,106.4,354.066,62.186,45.147,88.478,upper-middle,less
Thailand,THA,1981,46575.855,1189.165,3.127,106.4,349.9,62.856,43.238,78.337,upper-middle,less
Thailand,THA,1982,47494.577,1161.583,2.943,106.4,343.621,63.603,41.422,101.885,upper-middle,less
Thailand,THA,1983,48423.309,1128.463,2.755,106.4,334.24,64.5,39.68,143.393,upper-middle,less
Thailand,THA,1984,49351.708,1102.007,2.582,106.4,322.17,65.55,37.955,139.345,upper-middle,less
Thailand,THA,1985,50270.753,1088.418,2.45,106.4,311.468,66.543,36.281,141.963,upper-middle,less
Thailand,THA,1986,51177.834,1089.107,2.358,106.4,305.691,67.308,34.647,111.82,upper-middle,less
Thailand,THA,1987,52074.105,1079.037,2.255,106.4,304.519,67.833,33.034,122.791,upper-middle,less
Thailand,THA,1988,52969.595,1072.246,2.171,106.4,307.036,68.194,31.591,128.469,upper-middle,less
Thailand,THA,1989,53848.956,1084.997,2.136,106.4,310.453,68.557,29.946,90.497,upper-middle,less
Thailand,THA,1990,54738.329,1074.077,2.065,106.4,313.29,68.924,28.401,152.916,upper-middle,less
Thailand,THA,1991,55637.434,1082.241,2.036,106.4,321.769,69.132,26.954,124.034,upper-middle,less
Thailand,THA,1992,56528.834,1084.771,2.008,106.4,329.79,69.353,25.558,143.318,upper-middle,less
Thailand,THA,1993,57408.198,1076.07,1.967,106.4,338.382,69.568,24.245,122.746,upper-middle,less
Thailand,THA,1994,58260.854,1062.582,1.928,106.4,349.971,69.661,23.005,132.271,upper-middle,less
Thailand,THA,1995,59098.232,1044.592,1.888,106.4,361.947,69.757,21.845,147.226,upper-middle,less
Thailand,THA,1996,59920.064,1033.853,1.865,106.4,372.466,69.94,20.691,152.397,upper-middle,less
Thailand,THA,1997,60724.584,1022.011,1.845,106.4,377.17,70.362,19.621,150.411,upper-middle,less
Thailand,THA,1998,61522.63,1001.428,1.815,106.4,384.065,70.703,18.588,183.471,upper-middle,less
Thailand,THA,1999,62299.043,970.959,1.768,106.4,392.882,70.979,17.625,173.924,upper-middle,less
Thailand,THA,2000,63007.815,946.821,1.734,106.4,402.911,71.205,16.726,121.64,upper-middle,less
Thailand,THA,2001,63651.141,933.472,1.711,106.4,409.192,71.52,15.866,96.817,upper-middle,less
Thailand,THA,2002,64266.437,921.23,1.688,106.4,416.955,71.775,15.034,105.215,upper-middle,less
Thailand,THA,2003,64868.166,911.609,1.673,106.4,423.564,72.101,14.22,105.917,upper-middle,less
Thailand,THA,2004,65452.047,904.574,1.665,106.4,437.977,72.1,13.823,107.199,upper-middle,less
Thailand,THA,2005,66017.42,890.476,1.644,106.4,434.062,72.894,12.783,100.542,upper-middle,less
Thailand,THA,2006,66567.687,879.215,1.631,106.4,437.996,73.341,12.174,102.362,upper-middle,less
Thailand,THA,2007,67102.394,867.371,1.616,106.4,442.027,73.779,11.513,100.486,upper-middle,less
Thailand,THA,2008,67619.83,846.908,1.587,106.4,445.206,74.221,10.948,107.333,upper-middle,less
Thailand,THA,2009,68121.08,830.227,1.565,106.4,447.646,74.669,10.437,110.883,upper-middle,less
Thailand,THA,2010,68579.447,823.589,1.562,106.4,453.109,75.012,10.003,52.791,upper-middle,less
Thailand,THA,2011,69007.208,824.136,1.571,106.4,458.492,75.302,9.662,66.607,upper-middle,less
Thailand,THA,2012,69436.098,816.412,1.563,106.4,464.915,75.59,9.185,74.033,upper-middle,less
Thailand,THA,2013,69845.114,793.955,1.526,106.4,468.891,75.96,8.835,67.452,upper-middle,less
Thailand,THA,2014,70216.367,768.882,1.484,106.4,474.241,76.279,8.506,55.358,upper-middle,less
Thailand,THA,2015,70540.795,747.3,1.451,106.4,480.953,76.563,8.199,32.5,upper-middle,less
Thailand,THA,2016,70859.841,716.458,1.4,106.4,490.201,76.769,7.919,112.978,upper-middle,less
Thailand,THA,2017,71160.187,694.861,1.363,106.4,500.215,76.989,7.664,66.805,upper-middle,less
Thailand,THA,2018,71376.079,670.932,1.323,106.4,511.579,77.19,7.381,10.984,upper-middle,less
Thailand,THA,2019,71522.271,647.68,1.285,106.4,530.844,77.197,7.133,5.221,upper-middle,less
Thailand,THA,2020,71641.484,629.882,1.259,106.4,545.792,77.331,6.891,32.277,upper-middle,less
Thailand,THA,2021,71727.332,612.87,1.234,106.4,555.45,77.606,6.652,-2.093,upper-middle,less
Thailand,THA,2022,71735.329,601.151,1.221,106.4,662.16,75.291,6.425,21.683,upper-middle,less
Thailand,THA,2023,71702.435,591.2,1.212,106.4,637.306,76.412,6.204,19.648,upper-middle,less
Timor-Leste,TLS,1950,414.762,17.833,6.605,107.1,14.776,29.161,272.883,0,lower-middle,less-least
Timor-Leste,TLS,1951,418.26,18.129,6.591,107.1,14.193,29.461,269.907,0,lower-middle,less-least
Timor-Leste,TLS,1952,422.422,18.396,6.564,107.1,14.007,29.763,266.895,0,lower-middle,less-least
Timor-Leste,TLS,1953,426.988,18.678,6.536,107.1,13.923,30.065,263.91,0,lower-middle,less-least
Timor-Leste,TLS,1954,431.907,18.982,6.509,107.1,13.9,30.368,260.943,0,lower-middle,less-least
Timor-Leste,TLS,1955,437.15,19.309,6.481,107.1,13.915,30.674,257.981,0,lower-middle,less-least
Timor-Leste,TLS,1956,442.699,19.661,6.453,107.1,13.956,30.983,255.013,0,lower-middle,less-least
Timor-Leste,TLS,1957,448.561,20.034,6.424,107.1,14.009,31.305,251.97,0,lower-middle,less-least
Timor-Leste,TLS,1958,454.748,20.418,6.393,107.1,14.062,31.656,248.885,0,lower-middle,less-least
Timor-Leste,TLS,1959,461.269,20.803,6.359,107,14.117,32.021,245.726,0,lower-middle,less-least
Timor-Leste,TLS,1960,468.118,21.178,6.319,107.1,14.166,32.402,242.469,0,lower-middle,less-least
Timor-Leste,TLS,1961,475.291,21.536,6.273,107.1,14.205,32.801,239.091,0,lower-middle,less-least
Timor-Leste,TLS,1962,482.774,21.869,6.218,107.1,14.23,33.221,235.575,0,lower-middle,less-least
Timor-Leste,TLS,1963,490.564,22.175,6.155,107.1,14.237,33.665,231.906,0,lower-middle,less-least
Timor-Leste,TLS,1964,498.659,22.453,6.084,107.1,14.218,34.147,227.96,0,lower-middle,less-least
Timor-Leste,TLS,1965,507.034,22.708,6.008,107.1,14.182,34.653,223.826,0,lower-middle,less-least
Timor-Leste,TLS,1966,515.696,22.946,5.932,107.1,14.135,35.174,219.633,0,lower-middle,less-least
Timor-Leste,TLS,1967,524.648,23.169,5.858,107.1,14.08,35.703,215.425,0,lower-middle,less-least
Timor-Leste,TLS,1968,533.875,23.373,5.788,107.1,14.018,36.241,211.227,0,lower-middle,less-least
Timor-Leste,TLS,1969,543.356,23.551,5.722,107.1,13.939,36.802,206.934,0,lower-middle,less-least
Timor-Leste,TLS,1970,553.069,23.678,5.655,107.1,13.854,37.362,202.711,0,lower-middle,less-least
Timor-Leste,TLS,1971,562.966,23.725,5.58,107.1,13.76,37.909,198.631,0,lower-middle,less-least
Timor-Leste,TLS,1972,572.962,23.685,5.492,107.1,13.656,38.443,194.71,0,lower-middle,less-least
