name,iso3c,year,pop,births,tfr,sex_ratio,deaths,e0,imr,net,grp_income,grp_develop
Brunei,BRN,1950,48.297,2.348,6.977,107,0.842,50.565,128.595,1.375,upper,less
Brunei,BRN,1951,51.19,2.558,7.028,107,0.884,51.538,121.147,1.239,upper,less
Brunei,BRN,1952,54.233,2.711,7.1,106.9,0.908,52.439,114.095,1.369,upper,less
Brunei,BRN,1953,57.559,2.888,7.2,106.9,0.925,53.322,107.307,1.51,upper,less
Brunei,BRN,1954,61.209,3.085,7.308,106.9,0.941,54.169,100.803,1.693,upper,less
Brunei,BRN,1955,65.21,3.29,7.397,106.8,0.958,54.978,94.585,1.84,upper,less
Brunei,BRN,1956,69.548,3.494,7.448,106.7,0.974,55.74,88.66,1.972,upper,less
Brunei,BRN,1957,74.164,3.699,7.476,106.6,0.987,56.51,83.022,2.029,upper,less
Brunei,BRN,1958,78.972,3.893,7.475,106.4,0.998,57.265,77.671,1.976,upper,less
Brunei,BRN,1959,83.842,4.054,7.421,106.4,1.003,58.02,72.573,1.809,upper,less
Brunei,BRN,1960,88.347,4.173,7.322,106.5,1.004,58.721,67.856,0.982,upper,less
Brunei,BRN,1961,92.517,4.161,7.185,106.6,0.986,59.387,63.542,1.014,upper,less
Brunei,BRN,1962,96.719,4.144,7.03,106.6,1.016,58.824,59.63,1.088,upper,less
Brunei,BRN,1963,101.159,4.146,6.893,106.7,0.952,60.625,56.088,1.469,upper,less
Brunei,BRN,1964,105.922,4.207,6.773,106.8,0.944,61.267,52.854,1.595,upper,less
Brunei,BRN,1965,110.838,4.273,6.647,106.8,0.947,61.721,50.092,1.655,upper,less
Brunei,BRN,1966,115.874,4.343,6.514,106.7,0.939,62.401,47.308,1.697,upper,less
Brunei,BRN,1967,121.017,4.418,6.372,106.6,0.94,62.909,44.876,1.703,upper,less
Brunei,BRN,1968,126.222,4.489,6.204,106.6,0.938,63.47,42.615,1.677,upper,less
Brunei,BRN,1969,131.446,4.557,6.008,106.7,0.938,63.963,40.5,1.608,upper,less
Brunei,BRN,1970,135.138,4.631,5.801,106.7,0.936,64.49,38.412,-1.538,upper,less
Brunei,BRN,1971,137.921,4.776,5.619,106.8,0.897,64.975,36.317,-0.476,upper,less
Brunei,BRN,1972,142.189,4.956,5.5,106.9,0.871,65.447,34.186,1.053,upper,less
Brunei,BRN,1973,147.369,5.08,5.355,106.9,0.864,65.95,32.02,1.007,upper,less
Brunei,BRN,1974,152.656,5.192,5.183,106.9,0.859,66.442,29.817,1.011,upper,less
Brunei,BRN,1975,158.07,5.285,4.99,106.9,0.853,66.95,27.632,1.047,upper,less
Brunei,BRN,1976,163.607,5.37,4.784,106.9,0.851,67.411,25.501,1.08,upper,less
Brunei,BRN,1977,169.277,5.446,4.58,106.9,0.852,67.833,23.461,1.157,upper,less
Brunei,BRN,1978,174.884,5.521,4.389,106.9,0.854,68.258,21.545,0.791,upper,less
Brunei,BRN,1979,180.422,5.573,4.216,106.9,0.856,68.642,19.779,0.899,upper,less
Brunei,BRN,1980,186.111,5.635,4.067,107,0.861,69.014,18.186,0.995,upper,less
Brunei,BRN,1981,191.977,5.707,3.943,106.9,0.869,69.344,16.773,1.124,upper,less
Brunei,BRN,1982,198.165,5.81,3.841,106.9,0.878,69.669,15.543,1.475,upper,less
Brunei,BRN,1983,204.741,6.028,3.751,106.9,0.89,69.991,14.496,1.602,upper,less
Brunei,BRN,1984,211.661,6.279,3.68,106.8,0.907,70.236,13.621,1.722,upper,less
Brunei,BRN,1985,218.919,6.542,3.612,106.9,0.923,70.499,12.908,1.808,upper,less
Brunei,BRN,1986,226.495,6.764,3.549,107.1,0.938,70.762,12.342,1.897,upper,less
Brunei,BRN,1987,233.86,6.973,3.491,107.2,0.956,70.982,11.905,0.994,upper,less
Brunei,BRN,1988,240.913,7.108,3.435,107.3,0.973,71.183,11.574,0.962,upper,less
Brunei,BRN,1989,248.064,7.19,3.364,107.2,0.987,71.408,11.326,1.002,upper,less
Brunei,BRN,1990,255.292,7.268,3.29,107.2,1.003,71.629,11.134,0.992,upper,less
Brunei,BRN,1991,262.596,7.276,3.206,107.2,1.017,71.858,10.967,1.087,upper,less
Brunei,BRN,1992,269.839,7.198,3.111,107.1,1.029,72.09,10.804,0.969,upper,less
Brunei,BRN,1993,276.971,7.083,3.007,107.2,1.037,72.333,10.626,1.082,upper,less
Brunei,BRN,1994,284.091,6.954,2.901,107.2,1.047,72.571,10.418,1.206,upper,less
Brunei,BRN,1995,291.195,6.805,2.787,107.2,1.056,72.838,10.178,1.348,upper,less
Brunei,BRN,1996,298.276,6.674,2.681,107.3,1.067,73.079,9.909,1.464,upper,less
Brunei,BRN,1997,305.341,6.599,2.6,107.3,1.08,73.326,9.623,1.533,upper,less
Brunei,BRN,1998,312.385,6.56,2.533,107.2,1.094,73.584,9.332,1.566,upper,less
Brunei,BRN,1999,319.411,6.5,2.461,107.2,1.112,73.806,9.051,1.639,upper,less
Brunei,BRN,2000,326.424,6.464,2.398,107,1.133,74.017,8.793,1.66,upper,less
Brunei,BRN,2001,333.345,6.433,2.337,106.9,1.157,74.209,8.567,1.569,upper,less
Brunei,BRN,2002,340.099,6.355,2.264,106.7,1.186,74.365,8.38,1.499,upper,less
Brunei,BRN,2003,346.637,6.252,2.185,106.7,1.217,74.509,8.235,1.383,upper,less
Brunei,BRN,2004,352.911,6.128,2.104,106.7,1.255,74.603,8.13,1.261,upper,less
Brunei,BRN,2005,358.916,5.998,2.024,106.8,1.296,74.683,8.062,1.163,upper,less
Brunei,BRN,2006,364.663,5.93,1.969,106.9,1.34,74.753,8.028,1.03,upper,less
Brunei,BRN,2007,370.873,5.913,1.933,107.1,1.391,74.793,8.02,2.291,upper,less
Brunei,BRN,2008,377.793,6.05,1.918,107.2,1.426,74.814,8.033,2.409,upper,less
Brunei,BRN,2009,384.952,6.252,1.921,107.4,1.464,74.814,8.062,2.489,upper,less
Brunei,BRN,2010,392.332,6.504,1.937,107.4,1.501,74.82,8.1,2.479,upper,less
Brunei,BRN,2011,399.389,6.776,1.957,107.5,1.535,74.835,8.14,1.399,upper,less
Brunei,BRN,2012,405.557,6.933,1.973,107.7,1.585,74.843,8.181,0.346,upper,less
Brunei,BRN,2013,411.202,6.955,1.978,107.9,1.652,74.854,8.217,0.285,upper,less
Brunei,BRN,2014,416.75,6.929,1.969,108.1,1.723,74.862,8.244,0.303,upper,less
Brunei,BRN,2015,422.212,6.856,1.947,108.3,1.797,74.88,8.263,0.356,upper,less
Brunei,BRN,2016,427.564,6.749,1.915,108.4,1.873,74.905,8.271,0.415,upper,less
Brunei,BRN,2017,432.772,6.636,1.881,108.5,1.951,74.943,8.269,0.44,upper,less
Brunei,BRN,2018,437.81,6.534,1.848,108.4,2.032,74.992,8.256,0.45,upper,less
Brunei,BRN,2019,442.68,6.451,1.819,108.2,2.115,75.049,8.235,0.456,upper,less
Brunei,BRN,2020,447.404,6.391,1.796,108,2.202,75.114,8.207,0.462,upper,less
Brunei,BRN,2021,451.721,6.351,1.778,107.9,2.366,74.869,8.174,0,upper,less
Brunei,BRN,2022,455.37,6.305,1.764,107.7,2.987,72.917,8.137,0,upper,less
Brunei,BRN,2023,458.949,6.237,1.747,107.6,2.4,75.327,8.101,0,upper,less
Cambodia,KHM,1950,4375.257,203.959,6.53,105.3,106.298,38.859,166.612,1.856,lower-middle,less-least
Cambodia,KHM,1951,4475.692,207.892,6.514,105.3,107.951,39.037,164.995,1.415,lower-middle,less-least
Cambodia,KHM,1952,4577.961,212.207,6.509,105.3,109.123,39.339,163.347,0.094,lower-middle,less-least
Cambodia,KHM,1953,4680.45,217.022,6.519,105.3,110.441,39.618,161.67,-4.781,lower-middle,less-least
Cambodia,KHM,1954,4783.833,221.025,6.516,105.3,111.6,39.905,159.921,-4.464,lower-middle,less-least
Cambodia,KHM,1955,4890.372,225.581,6.526,105.3,112.519,40.253,158.083,-4.946,lower-middle,less-least
Cambodia,KHM,1956,4999.484,229.292,6.509,105.3,113.772,40.504,156.139,-5.408,lower-middle,less-least
Cambodia,KHM,1957,5110.434,232.628,6.481,105.3,114.429,40.871,154.09,-6.406,lower-middle,less-least
Cambodia,KHM,1958,5220.834,234.92,6.425,105.3,115.018,41.218,151.948,-10.894,lower-middle,less-least
Cambodia,KHM,1959,5332.93,236.47,6.361,105.3,115.022,41.652,149.732,-6.266,lower-middle,less-least
Cambodia,KHM,1960,5449.966,239.161,6.313,105.3,114.925,42.134,147.467,-5.339,lower-middle,less-least
Cambodia,KHM,1961,5571.168,243.398,6.302,105.3,115.139,42.588,145.187,-4.764,lower-middle,less-least
Cambodia,KHM,1962,5697.558,248.207,6.301,105.3,115.35,43.079,142.917,-3.578,lower-middle,less-least
Cambodia,KHM,1963,5823.01,253.003,6.292,105.3,115.441,43.612,140.68,-15.929,lower-middle,less-least
Cambodia,KHM,1964,5946.178,257.01,6.288,105.3,115.797,44.044,138.492,-16.516,lower-middle,less-least
Cambodia,KHM,1965,6072.289,260.444,6.267,105.3,115.989,44.497,136.349,-16.93,lower-middle,less-least
Cambodia,KHM,1966,6201.232,263.738,6.237,105.3,116.156,44.948,134.3,-17.216,lower-middle,less-least
Cambodia,KHM,1967,6332.944,267.148,6.201,105.3,117.105,45.193,132.361,-16.983,lower-middle,less-least
Cambodia,KHM,1968,6467.324,271.038,6.165,105.3,117.596,45.586,130.582,-17.745,lower-middle,less-least
Cambodia,KHM,1969,6604.725,275.097,6.124,105.3,118.324,45.935,129.01,-17.676,lower-middle,less-least
Cambodia,KHM,1970,6639.182,278.911,6.071,105.3,156.079,38.628,127.681,-193.008,lower-middle,less-least
Cambodia,KHM,1971,6620.88,266.715,6.007,105.3,152.906,38.7,126.586,-80.232,lower-middle,less-least
Cambodia,KHM,1972,6673.886,264.715,5.943,105.3,151.524,38.909,125.701,-40.764,lower-middle,less-least
Cambodia,KHM,1973,6739.726,251.987,5.559,105.4,150.677,39.078,124.941,-42.053,lower-middle,less-least
Cambodia,KHM,1974,6783.24,220.38,4.797,105.4,147.38,39.296,124.181,-45.225,lower-middle,less-least
Cambodia,KHM,1975,6581.371,185.959,4.103,105.4,569.761,12.784,167.608,-47.717,lower-middle,less-least
Cambodia,KHM,1976,6134.991,147.296,3.409,105.4,555.801,11.632,176.362,-52.741,lower-middle,less-least
Cambodia,KHM,1977,5668.551,110.966,2.716,105.4,527.086,11.295,177.42,-55.504,lower-middle,less-least
Cambodia,KHM,1978,5211.653,132.018,3.338,105.4,489.493,11.573,172.839,-84.695,lower-middle,less-least
Cambodia,KHM,1979,5088.808,176.711,4.556,105.5,98.566,41.072,117.458,118.334,lower-middle,less-least
Cambodia,KHM,1980,5199.872,245.426,5.774,105.5,86.269,47.498,115.28,-133.508,lower-middle,less-least
Cambodia,KHM,1981,5284.495,254.786,6.042,105.4,88.207,48.035,112.82,-22.982,lower-middle,less-least
Cambodia,KHM,1982,5436.432,269.636,6.193,105.4,89.334,48.755,110.14,-20.026,lower-middle,less-least
Cambodia,KHM,1983,5636.203,283.685,6.296,105.4,90.84,49.383,107.21,46.428,lower-middle,less-least
Cambodia,KHM,1984,5845.117,300.525,6.338,105.2,92.828,50.089,104.124,-29.141,lower-middle,less-least
Cambodia,KHM,1985,6043.783,307.427,6.313,105.1,93.331,50.799,100.973,4.677,lower-middle,less-least
Cambodia,KHM,1986,6285.693,315.362,6.226,105,93.676,51.555,97.841,43.356,lower-middle,less-least
Cambodia,KHM,1987,6557.97,324.796,6.097,104.9,89.73,53.674,94.964,44.442,lower-middle,less-least
Cambodia,KHM,1988,6812.014,333.402,5.944,104.9,90.198,54.433,92.518,-14.627,lower-middle,less-least
Cambodia,KHM,1989,7073.473,330.058,5.681,104.9,90.844,54.768,90.657,55.125,lower-middle,less-least
Cambodia,KHM,1990,7374.752,341.965,5.642,104.9,92.189,55.205,89.375,58.455,lower-middle,less-least
Cambodia,KHM,1991,7686.85,351.756,5.588,104.8,94.051,55.582,88.882,58.264,lower-middle,less-least
Cambodia,KHM,1992,8113.083,356.968,5.486,104.7,96.297,55.747,88.571,275.823,lower-middle,less-least
Cambodia,KHM,1993,8616.381,382.935,5.433,104.7,100.714,56.036,88.691,187.883,lower-middle,less-least
Cambodia,KHM,1994,9239.162,391.232,5.281,104.7,104.508,56.221,89.421,488.732,lower-middle,less-least
Cambodia,KHM,1995,10018.497,388.899,5.076,104.8,108.726,56.562,89.096,503.042,lower-middle,less-least
Cambodia,KHM,1996,10801.27,386.8,4.867,104.8,112.657,56.832,88.945,508.187,lower-middle,less-least
Cambodia,KHM,1997,11570.982,366.448,4.395,104.9,114.097,57.266,87.704,504.742,lower-middle,less-least
Cambodia,KHM,1998,12058.173,366.081,4.13,104.9,115.009,57.859,85.564,-33.781,lower-middle,less-least
Cambodia,KHM,1999,12265.731,357.184,3.933,104.9,111.75,58.611,82.292,-47.608,lower-middle,less-least
Cambodia,KHM,2000,12462.336,354.758,3.794,105,108.419,59.491,78.252,-50.957,lower-middle,less-least
Cambodia,KHM,2001,12658.484,355.824,3.687,105,105.106,60.457,72.918,-53.815,lower-middle,less-least
Cambodia,KHM,2002,12855.241,353.882,3.57,104.9,102.024,61.395,67.451,-55.245,lower-middle,less-least
Cambodia,KHM,2003,13050.968,350.806,3.429,105,98.928,62.345,62.046,-57.026,lower-middle,less-least
Cambodia,KHM,2004,13244.731,347.814,3.307,105,96.17,63.256,57.028,-58.972,lower-middle,less-least
Cambodia,KHM,2005,13439.202,350.813,3.238,105,94.066,64.113,52.525,-60.473,lower-middle,less-least
Cambodia,KHM,2006,13639.028,356.349,3.175,105.1,92.645,64.886,48.517,-60.315,lower-middle,less-least
Cambodia,KHM,2007,13841.77,362.784,3.13,105.1,92.035,65.549,44.988,-68.653,lower-middle,less-least
Cambodia,KHM,2008,14053.479,363.698,3.048,105.1,91.579,66.147,41.721,-50.809,lower-middle,less-least
Cambodia,KHM,2009,14276.81,365.845,2.971,105.1,91.147,66.747,38.777,-49.354,lower-middle,less-least
Cambodia,KHM,2010,14500.726,363.038,2.859,105.1,90.768,67.311,36.088,-49.781,lower-middle,less-least
Cambodia,KHM,2011,14722.584,362.638,2.782,105.1,90.466,67.869,33.824,-50.941,lower-middle,less-least
Cambodia,KHM,2012,14945.085,367.322,2.751,105.1,90.674,68.371,31.477,-52.874,lower-middle,less-least
Cambodia,KHM,2013,15170.208,372.579,2.742,105.1,91.56,68.755,29.712,-54.554,lower-middle,less-least
Cambodia,KHM,2014,15396.772,375.729,2.734,105.1,92.531,69.117,27.948,-56.536,lower-middle,less-least
Cambodia,KHM,2015,15623.251,378.364,2.729,105.1,93.967,69.398,26.479,-58.101,lower-middle,less-least
Cambodia,KHM,2016,15852.803,379.768,2.725,105.2,95.64,69.635,25.226,-51.324,lower-middle,less-least
Cambodia,KHM,2017,16073.372,380.213,2.719,105.2,97.512,69.842,24.119,-74.362,lower-middle,less-least
Cambodia,KHM,2018,16274.522,380.367,2.724,105.2,99.702,69.993,23.124,-86.702,lower-middle,less-least
Cambodia,KHM,2019,16481.304,378.867,2.725,105.2,102,70.127,22.229,-57.268,lower-middle,less-least
Cambodia,KHM,2020,16725.474,374.795,2.699,105.2,106.051,70.059,21.404,0,lower-middle,less-least
Cambodia,KHM,2021,16974.305,371.827,2.664,105.2,115.876,69.301,20.621,-27.025,lower-middle,less-least
Cambodia,KHM,2022,17201.724,366.027,2.616,105.2,108.772,70.528,19.905,-31.35,lower-middle,less-least
Cambodia,KHM,2023,17423.88,361.586,2.579,105.2,111.34,70.668,19.187,-31.837,lower-middle,less-least
Indonesia,IDN,1950,68799.025,2783.163,5.109,106,1435.162,40.207,180.897,88.611,upper-middle,less
Indonesia,IDN,1951,70286.303,2892.411,5.159,106,1444.301,40.834,177.203,89.837,upper-middle,less
Indonesia,IDN,1952,71876.432,3005.894,5.21,105.9,1454.164,41.539,173.442,90.588,upper-middle,less
Indonesia,IDN,1953,73569.144,3120.435,5.256,105.9,1468.486,42.208,169.735,91.15,upper-middle,less
Indonesia,IDN,1954,75367.369,3244.91,5.314,105.9,1483.243,42.909,166.009,91.679,upper-middle,less
Indonesia,IDN,1955,77273.507,3365.766,5.362,105.8,1499.259,43.592,162.304,92.424,upper-middle,less
Indonesia,IDN,1956,79282.549,3477.703,5.393,105.7,1512.16,44.304,158.586,93.609,upper-middle,less
Indonesia,IDN,1957,81390.834,3586.852,5.418,105.7,1524.871,44.992,155.019,95.429,upper-middle,less
Indonesia,IDN,1958,83592.762,3699.36,5.448,105.7,1550.793,45.418,151.517,97.881,upper-middle,less
Indonesia,IDN,1959,85892.869,3810.136,5.476,105.7,1556.249,46.2,148.125,99.887,upper-middle,less
Indonesia,IDN,1960,88296.07,3919.585,5.505,105.7,1568.6,46.835,144.838,101.631,upper-middle,less
Indonesia,IDN,1961,90791.249,4017.562,5.522,105.7,1583.457,47.385,141.658,103.628,upper-middle,less
Indonesia,IDN,1962,93375.85,4109.792,5.534,105.7,1584.577,48.141,138.528,106.264,upper-middle,less
Indonesia,IDN,1963,96051.424,4202.713,5.551,105.7,1593.205,48.742,135.484,110.166,upper-middle,less
Indonesia,IDN,1964,98833.749,4294.836,5.568,105.7,1594.676,49.44,132.377,144.819,upper-middle,less
Indonesia,IDN,1965,101365.13,4390.058,5.593,105.7,2111.122,42.762,140.617,-61.145,upper-middle,less
Indonesia,IDN,1966,103792.754,4444.55,5.593,105.6,1729.451,48.406,127.669,-77.645,upper-middle,less
Indonesia,IDN,1967,106526.393,4495.626,5.583,105.6,1585.669,51.309,123.141,-80.138,upper-middle,less
Indonesia,IDN,1968,109450.006,4545.921,5.568,105.6,1584.249,51.888,120.098,55.731,upper-middle,less
Indonesia,IDN,1969,112517.639,4611.695,5.553,105.6,1576.784,52.588,116.918,82.955,upper-middle,less
Indonesia,IDN,1970,115657.495,4649.581,5.488,105.6,1569.1,53.254,113.857,81.368,upper-middle,less
Indonesia,IDN,1971,118833.702,4676.455,5.397,105.5,1565.15,53.823,110.877,79.264,upper-middle,less
Indonesia,IDN,1972,122039.841,4712.199,5.315,105.6,1562.499,54.364,107.981,72.007,upper-middle,less
Indonesia,IDN,1973,125288.515,4771.017,5.246,105.6,1560.364,54.916,105.068,64.991,upper-middle,less
Indonesia,IDN,1974,128555.045,4750.942,5.089,105.6,1554.717,55.443,102.247,61.188,upper-middle,less
Indonesia,IDN,1975,131843.848,4813.924,5.032,105.6,1550.123,55.998,99.538,56.386,upper-middle,less
Indonesia,IDN,1976,135173.655,4844.037,4.921,105.8,1552.622,56.445,96.935,48.01,upper-middle,less
Indonesia,IDN,1977,138533.541,4875.503,4.807,105.9,1540.76,57.09,94.364,45.61,upper-middle,less
Indonesia,IDN,1978,141953.163,4954.155,4.732,106,1541.173,57.607,91.924,45.911,upper-middle,less
